#e14d526b-350b-4611-98e3-d8af43d1acd5
КВ|3||78:31:0001280:2077
КВ|4||78:31:0001280:2078
КВ|5||78:31:0001280:2079
КВ|6||78:31:0001280:2084
КВ|7||78:31:0001280:2085
КВ|8||78:31:0001280:2086
КВ|10||78:31:0001280:2088
КВ|11||78:31:0001280:2089
КВ|12||78:31:0001280:2090
КВ|13||78:31:0001280:2073
КВ|14||78:31:0001280:2074
КВ|15||78:31:0001280:2075
КВ|16||78:31:0001280:2076
КВ|17||78:31:0001280:2080
КВ|18||78:31:0001280:2081
КВ|19||78:31:0001280:2082
КВ|20||78:31:0001280:2083
НЖ|1-Н||78:31:0001280:2258
НЖ|4-Н||78:31:0001280:2260
НЖ|7-Н||78:31:0001280:2262
НЖ|8-Н||78:31:0001280:2263
#e43d0c74-3975-49d3-99d0-bd80508b7511
МКД|||78:31:0001279:2020
КВ|16||78:31:0001279:2097
КВ|17||78:31:0001279:2098
КВ|19||78:31:0001279:2099
КВ|20||78:31:0001279:2100
КВ|21||78:31:0001279:2101
КВ|22||78:31:0001279:2102
КВ|23||78:31:0001279:2103
КВ|24||78:31:0001279:2104
КВ|25||78:31:0001279:2105
КВ|26||78:31:0001279:2106
КВ|27||78:31:0001279:2107
НЖ|1-Н||78:31:0001279:2201
#ebeaf8ed-5a98-4a0e-b16e-e9a4d21c87a3
МКД|||78:31:0001282:2032
КВ|43||78:31:0001282:2374
КВ|44||78:31:0001282:2375
КВ|45||78:31:0001282:2381
КВ|46||78:31:0001282:2382
КВ|47||78:31:0001282:2386
КВ|48||78:31:0001282:2387
КВ|49||78:31:0001282:2369
КВ|50||78:31:0001282:2390
ЧКВ|50|1|
ЧКВ|50|6,7|
КВ|51||78:31:0001282:2393
ЧКВ|51|21|
ЧКВ|51|11,31|
КВ|52||78:31:0001282:2394
КВ|57||78:31:0001282:2376
КВ|58||78:31:0001282:2377
КВ|59||78:31:0001282:2383
КВ|60||78:31:0001282:2384
КВ|61||78:31:0001282:2388
КВ|62||78:31:0001282:2389
ЧКВ|62|8|
ЧКВ|62|2,3|
КВ|63||78:31:0001282:2391
КВ|64||78:31:0001282:2392
КВ|65||78:31:0001282:2395
КВ|66||78:31:0001282:2396
ЧКВ|66|3|
ЧКВ|66|2,7|
КВ|108||78:31:0001282:2370
КВ|109||78:31:0001282:2372
КВ|110||78:31:0001282:2378
ЧКВ|110|1|
ЧКВ|110|2|
ЧКВ|110|31|
КВ|111||78:31:0001282:2371
КВ|113||78:31:0001282:2398
ЧКВ|113|3|
ЧКВ|113|1,2|
КВ|114||78:31:0001282:2373
КВ|115||78:31:0001282:2379
КВ|116||78:31:0001282:2380
КВ|117||78:31:0001282:2397
ЧКВ|117|1|
ЧКВ|117|5|
ЧКВ|117|11|
ЧКВ|117|10,6,7|
КВ|118||78:31:0001282:2385
НЖ|3-Н||78:31:0001282:2732
НЖ|4-Н||78:31:0001282:2733
НЖ|12-Н||78:31:0001282:2726
НЖ|14-Н||78:31:0001282:2728
НЖ|15-Н||78:31:0001282:2730
#e0d1cb49-249a-46d9-a9b8-6d4cfee51884
МКД|||78:32:0750101:1216
КВ|1||78:32:0750101:1758
КВ|2||78:32:0750101:1662
КВ|3||78:32:0750101:1672
КВ|4||78:32:0750101:1673
КВ|5||78:32:0750101:1674
КВ|6||78:32:0750101:1675
КВ|7||78:32:0750101:1676
КВ|8||78:32:0750101:1677
КВ|9||78:32:0750101:1678
КВ|10||78:32:0750101:1679
КВ|11||78:32:0750101:1680
КВ|12||78:32:0750101:1682
КВ|13||78:32:0750101:1683
КВ|14||78:32:0750101:1684
КВ|15||78:32:0750101:1685
КВ|16||78:32:0750101:1686
КВ|17||78:32:0750101:1687
КВ|18||78:32:0750101:1688
КВ|19||78:32:0750101:1689
КВ|20||78:32:0750101:1690
КВ|21||78:32:0750101:1691
КВ|22||78:32:0750101:1693
КВ|23||78:32:0750101:1694
КВ|24||78:32:0750101:1695
КВ|25||78:32:0750101:1696
КВ|26||78:32:0750101:1697
КВ|27||78:32:0750101:1698
КВ|28||78:32:0750101:1699
КВ|29||78:32:0750101:1700
КВ|30||78:32:0750101:1701
КВ|31||78:32:0750101:1702
КВ|32||78:32:0750101:1704
КВ|33||78:32:0750101:1705
КВ|34||78:32:0750101:1706
КВ|35||78:32:0750101:1707
КВ|36||78:32:0750101:1708
КВ|37||78:32:0750101:1709
КВ|38||78:32:0750101:1710
КВ|39||78:32:0750101:1711
КВ|40||78:32:0750101:1712
КВ|41||78:32:0750101:1713
КВ|42||78:32:0750101:1715
КВ|43||78:32:0750101:1716
КВ|44||78:32:0750101:1717
КВ|45||78:32:0750101:1718
КВ|46||78:32:0750101:1719
КВ|47||78:32:0750101:1720
КВ|48||78:32:0750101:1721
КВ|49||78:32:0750101:1722
КВ|50||78:32:0750101:1723
КВ|51||78:32:0750101:1724
КВ|52||78:32:0750101:1726
КВ|53||78:32:0750101:1727
КВ|54||78:32:0750101:1728
КВ|55||78:32:0750101:1729
КВ|56||78:32:0750101:1730
КВ|57||78:32:0750101:1731
КВ|58||78:32:0750101:1732
КВ|59||78:32:0750101:1733
КВ|60||78:32:0750101:1734
КВ|61||78:32:0750101:1735
КВ|62||78:32:0750101:1737
КВ|63||78:32:0750101:1738
КВ|64||78:32:0750101:1739
КВ|65||78:32:0750101:1740
КВ|66||78:32:0750101:1741
КВ|67||78:32:0750101:1742
КВ|68||78:32:0750101:1743
КВ|69||78:32:0750101:1744
КВ|70||78:32:0750101:1745
КВ|71||78:32:0750101:1746
КВ|72||78:32:0750101:1748
КВ|73||78:32:0750101:1749
КВ|74||78:32:0750101:1750
КВ|75||78:32:0750101:1751
КВ|76||78:32:0750101:1752
КВ|77||78:32:0750101:1753
КВ|78||78:32:0750101:1754
КВ|79||78:32:0750101:1755
КВ|80||78:32:0750101:1756
КВ|81||78:32:0750101:1757
КВ|82||78:32:0750101:1759
КВ|83||78:32:0750101:1760
КВ|84||78:32:0750101:1761
КВ|85||78:32:0750101:1762
КВ|86||78:32:0750101:1763
КВ|87||78:32:0750101:1764
КВ|88||78:32:0750101:1765
КВ|89||78:32:0750101:1766
КВ|90||78:32:0750101:1767
КВ|91||78:32:0750101:1768
КВ|92||78:32:0750101:1663
КВ|93||78:32:0750101:1664
КВ|94||78:32:0750101:1665
КВ|95||78:32:0750101:1666
КВ|96||78:32:0750101:1667
КВ|97||78:32:0750101:1668
КВ|98||78:32:0750101:1669
КВ|99||78:32:0750101:1670
КВ|100||78:32:0750101:1671
НЖ|1-Н||78:32:0750101:1253
НЖ|21Н||78:32:0750101:1681
НЖ|22Н||78:32:0750101:1692
НЖ|23Н||78:32:0750101:1703
НЖ|25Н||78:32:0750101:1725
НЖ|26Н||78:32:0750101:1736
НЖ|2-Н||78:32:0750101:1264
НЖ|3-Н||78:32:0750101:1265
НЖ|20-Н||78:32:0750101:1661
НЖ|24-Н||78:32:0750101:1714
НЖ|27-Н||78:32:0750101:1747
#e3e3886f-7a71-41cc-be86-3db5a94ec5fe
МКД|||78:32:0001716:1002
КВ|1||78:32:0001716:1058
КВ|3||78:32:0001716:1034
КВ|4||78:32:0001716:1063
КВ|5||78:32:0001716:1051
КВ|6||78:32:0001716:1026
КВ|7||78:32:0001716:1020
КВ|8||78:32:0001716:1022
КВ|9||78:32:0001716:1031
КВ|10||78:32:0001716:1059
КВ|11||78:32:0001716:1065
КВ|12||78:32:0001716:1066
КВ|13||78:32:0001716:1067
КВ|14||78:32:0001716:1068
КВ|15||78:32:0001716:1069
КВ|16||78:32:0001716:1005
КВ|19||78:32:0001716:1006
КВ|20||78:32:0001716:1007
КВ|21||78:32:0001716:1008
КВ|22||78:32:0001716:1009
КВ|23||78:32:0001716:1010
КВ|24||78:32:0001716:1011
КВ|25||78:32:0001716:1060
КВ|26||78:32:0001716:1012
КВ|27||78:32:0001716:1013
КВ|28||78:32:0001716:1014
КВ|29||78:32:0001716:1015
КВ|30||78:32:0001716:1035
КВ|31||78:32:0001716:1036
КВ|32||78:32:0001716:1037
КВ|33||78:32:0001716:1038
ЧКВ|33|1|
ЧКВ|33|2|
КВ|34||78:32:0001716:1039
КВ|35||78:32:0001716:1064
КВ|36||78:32:0001716:1040
КВ|37||78:32:0001716:1041
КВ|38||78:32:0001716:1042
КВ|39||78:32:0001716:1043
КВ|40||78:32:0001716:1044
КВ|41||78:32:0001716:1045
КВ|42||78:32:0001716:1046
КВ|43||78:32:0001716:1047
КВ|44||78:32:0001716:1048
КВ|45||78:32:0001716:1033
КВ|46||78:32:0001716:1049
КВ|48||78:32:0001716:1050
КВ|49||78:32:0001716:1062
ОИ|4н||
КВ|50||78:32:0001716:1052
КВ|51||78:32:0001716:1053
КВ|52||78:32:0001716:1054
ЧКВ|52|1|
ЧКВ|52|2|
КВ|53||78:32:0001716:1055
КВ|54||78:32:0001716:1056
КВ|55||78:32:0001716:1061
КВ|56||78:32:0001716:1057
КВ|57||78:32:0001716:1023
ЧКВ|57|1|
ЧКВ|57|2|
КВ|58||78:32:0001716:1024
КВ|59||78:32:0001716:1025
ЧКВ|59|1|
ЧКВ|59|2|
КВ|60||78:32:0001716:1032
КВ|61||78:32:0001716:1027
КВ|62||78:32:0001716:1028
КВ|63||78:32:0001716:1029
КВ|64||78:32:0001716:1030
КВ|65||78:32:0001716:1070
КВ|66||78:32:0001716:1016
КВ|67||78:32:0001716:1017
КВ|68||78:32:0001716:1018
КВ|69||78:32:0001716:1019
КВ|70||78:32:0001716:1021
НЖ|1ЛК||78:32:0001716:1188
НЖ|1-Н||78:32:0001716:1187
НЖ|2ЛК||78:32:0001716:1190
НЖ|2-Н||78:32:0001716:1189
НЖ|3ЛК||78:32:0001716:1192
НЖ|3-Н||78:32:0001716:1191
НЖ|4ЛК||78:32:0001716:1194
НЖ|4-Н||78:32:0001716:1193
НЖ|5ЛК||78:32:0001716:1196
НЖ|5-Н||78:32:0001716:1195
НЖ|6-Н||78:32:0001716:1197
НЖ|7-Н||78:32:0001716:1198
НЖ|8-Н||78:32:0001716:1199
#e24c0ff2-55a1-4a02-a97a-5e165100be5e
МКД|||78:32:0001718:3024
КВ|2||78:32:0001718:3170
ЧКВ|2|1|
ЧКВ|2|2|
ЧКВ|2|3|
ЧКВ|2|4|
КВ|3||78:32:0001718:3169
ЧКВ|3|1|
ЧКВ|3|2|
ЧКВ|3|3|
ЧКВ|3|4|
КВ|4||78:32:0001718:3171
ЧКВ|4|1|
ЧКВ|4|2|
ЧКВ|4|3|
ЧКВ|4|4|
КВ|5||78:32:0001718:3172
ЧКВ|5|1|
ЧКВ|5|2|
ЧКВ|5|3|
ЧКВ|5|4|
КВ|6||78:32:0001718:3173
КВ|7||78:32:0001718:3174
ЧКВ|7|1|
ЧКВ|7|2|
ЧКВ|7|3|
ЧКВ|7|4|
КВ|8||78:32:0001718:3175
ЧКВ|8|1|
ЧКВ|8|2|
ЧКВ|8|3|
ЧКВ|8|4|
ЧКВ|8|5|
ЧКВ|8|6|
НЖ|10-Н||78:32:0001718:4069
НЖ|12-Н||78:32:0001718:4071
#e50e8cbb-2236-4204-a0b2-4b390c141380
МКД|||78:32:0001717:1017
КВ|1||78:32:0001717:1542
ЧКВ|1|1|
ЧКВ|1|2|
КВ|2||78:32:0001717:1539
КВ|3||78:32:0001717:1554
КВ|4||78:32:0001717:1563
ЧКВ|4|1|
ЧКВ|4|2|
КВ|5||78:32:0001717:1573
КВ|6||78:32:0001717:1582
КВ|7||78:32:0001717:1584
КВ|8||78:32:0001717:1531
КВ|9||78:32:0001717:1585
ЧКВ|9|1|
ЧКВ|9|2|
ЧКВ|9|3|
КВ|10||78:32:0001717:1543
ЧКВ|10|1|
ЧКВ|10|2|
КВ|12||78:32:0001717:1544
КВ|14||78:32:0001717:1537
КВ|15||78:32:0001717:1545
КВ|16||78:32:0001717:1546
КВ|17||78:32:0001717:1547
КВ|18||78:32:0001717:1548
КВ|19||78:32:0001717:1570
КВ|20||78:32:0001717:1540
КВ|21||78:32:0001717:1541
КВ|22||78:32:0001717:1549
ЧКВ|22|1|
ЧКВ|22|2|
КВ|23||78:32:0001717:1550
КВ|24||78:32:0001717:1586
КВ|25||78:32:0001717:1551
КВ|27||78:32:0001717:1552
КВ|28||78:32:0001717:1536
ЧКВ|28|1|
ЧКВ|28|2|
ЧКВ|28|3|
КВ|29||78:32:0001717:1553
КВ|30||78:32:0001717:1555
КВ|31||78:32:0001717:1556
КВ|32||78:32:0001717:1557
КВ|33||78:32:0001717:1532
КВ|34||78:32:0001717:1558
ЧКВ|34|1|
ЧКВ|34|2|
ЧКВ|34|3|
КВ|35||78:32:0001717:1559
ЧКВ|35|1|
ЧКВ|35|2|
КВ|36||78:32:0001717:1560
КВ|37||78:32:0001717:1538
КВ|38||78:32:0001717:1561
КВ|39||78:32:0001717:1562
КВ|40||78:32:0001717:1533
КВ|41||78:32:0001717:1564
КВ|42||78:32:0001717:1565
КВ|43||78:32:0001717:1566
КВ|44||78:32:0001717:1567
КВ|45||78:32:0001717:1568
КВ|46||78:32:0001717:1534
КВ|47||78:32:0001717:1569
КВ|48||78:32:0001717:1571
КВ|49||78:32:0001717:1572
КВ|50||78:32:0001717:1574
КВ|51||78:32:0001717:1575
КВ|52||78:32:0001717:1576
КВ|53||78:32:0001717:1577
КВ|54||78:32:0001717:1535
КВ|55||78:32:0001717:1578
КВ|56||78:32:0001717:1579
КВ|57||78:32:0001717:1587
ЧКВ|57|1|
ЧКВ|57|2|
ЧКВ|57|3|
КВ|58||78:32:0001717:1580
КВ|59||78:32:0001717:1581
КВ|60||78:32:0001717:1583
НЖ|1ЛК||78:32:0001717:1835
НЖ|1-н||78:32:0001717:1834
НЖ|2ЛК||78:32:0001717:1837
НЖ|2-Н||78:32:0001717:1836
НЖ|3ЛК||78:32:0001717:1839
НЖ|3-Н||78:32:0001717:1838
НЖ|4ЛК||78:32:0001717:1841
НЖ|4-Н||78:32:0001717:1840
НЖ|5ЛК||78:32:0001717:1842
#eee13c70-7407-4326-9a13-020ebdca74fe
МКД|||78:32:0001716:1004
КВ|2||78:32:0001716:1183
КВ|3||78:32:0001716:1162
КВ|4||78:32:0001716:1134
КВ|5||78:32:0001716:1149
КВ|6||78:32:0001716:1147
КВ|7||78:32:0001716:1148
КВ|8||78:32:0001716:1167
КВ|9||78:32:0001716:1169
КВ|10||78:32:0001716:1170
КВ|11||78:32:0001716:1171
КВ|12||78:32:0001716:1172
КВ|13||78:32:0001716:1173
КВ|14||78:32:0001716:1174
КВ|15||78:32:0001716:1179
КВ|16||78:32:0001716:1180
КВ|17||78:32:0001716:1181
КВ|18||78:32:0001716:1182
КВ|20||78:32:0001716:1184
КВ|21||78:32:0001716:1185
ЧКВ|21|1|
ЧКВ|21|2|
КВ|22||78:32:0001716:1131
КВ|23||78:32:0001716:1155
КВ|24||78:32:0001716:1156
КВ|25||78:32:0001716:1157
КВ|26||78:32:0001716:1158
ЧКВ|26|1|
ЧКВ|26|2|
КВ|27||78:32:0001716:1159
КВ|28||78:32:0001716:1160
КВ|29||78:32:0001716:1161
ЧКВ|29|1|
ЧКВ|29|2|
ЧКВ|29|3|
КВ|30||78:32:0001716:1163
КВ|31||78:32:0001716:1164
КВ|32||78:32:0001716:1165
ЧКВ|32|1|
ЧКВ|32|2|
ЧКВ|32|3|
КВ|33||78:32:0001716:1166
КВ|34||78:32:0001716:1175
КВ|35||78:32:0001716:1132
ЧКВ|35|1|
ЧКВ|35|2|
ЧКВ|35|3|
КВ|36||78:32:0001716:1178
КВ|37||78:32:0001716:1133
КВ|38||78:32:0001716:1186
КВ|39||78:32:0001716:1168
КВ|40||78:32:0001716:1135
КВ|41||78:32:0001716:1136
КВ|42||78:32:0001716:1137
КВ|43||78:32:0001716:1176
КВ|44||78:32:0001716:1138
КВ|45||78:32:0001716:1139
КВ|46||78:32:0001716:1140
КВ|47||78:32:0001716:1177
КВ|48||78:32:0001716:1141
КВ|49||78:32:0001716:1142
КВ|50||78:32:0001716:1150
КВ|51||78:32:0001716:1151
ЧКВ|51|1|
ЧКВ|51|2|
ЧКВ|51|3|
КВ|52||78:32:0001716:1152
КВ|53||78:32:0001716:1153
КВ|54||78:32:0001716:1154
КВ|55||78:32:0001716:1143
КВ|56||78:32:0001716:1144
КВ|57||78:32:0001716:1145
ЧКВ|57|1|
ЧКВ|57|2|
ЧКВ|57|3|
ЧКВ|57|4|
КВ|58||78:32:0001716:1146
НЖ|1ЛК||78:32:0001716:1216
НЖ|1-н||78:32:0001716:1215
НЖ|2ЛК||78:32:0001716:1217
НЖ|3ЛК||78:32:0001716:1218
НЖ|4ЛК||78:32:0001716:1220
НЖ|4-Н||78:32:0001716:1219
НЖ|5-Н||78:32:0001716:1221
НЖ|6-н||78:32:0001716:1222
НЖ|8-Н||78:32:0001716:1223
#e5e9a0af-beae-478f-95ad-6397db7f8de4
МКД|||78:32:0001718:3008
КВ|1||78:32:0001718:3712
КВ|2||78:32:0001718:3724
КВ|3||78:32:0001718:3735
КВ|4||78:32:0001718:3737
КВ|5||78:32:0001718:3738
КВ|6||78:32:0001718:3739
КВ|7||78:32:0001718:3740
КВ|8||78:32:0001718:3741
КВ|9||78:32:0001718:3742
КВ|10||78:32:0001718:3714
КВ|11||78:32:0001718:3715
КВ|12||78:32:0001718:3716
КВ|13||78:32:0001718:3717
КВ|14||78:32:0001718:3718
КВ|15||78:32:0001718:3719
КВ|16||78:32:0001718:3720
КВ|18||78:32:0001718:3721
КВ|19||78:32:0001718:3722
КВ|20||78:32:0001718:3726
КВ|21||78:32:0001718:3727
КВ|23||78:32:0001718:3728
КВ|24||78:32:0001718:3729
КВ|25||78:32:0001718:3730
КВ|26||78:32:0001718:3731
КВ|27||78:32:0001718:3732
КВ|28||78:32:0001718:3733
НЖ|1-Н||78:32:0001718:3713
НЖ|2-Н||78:32:0001718:3725
#e9bbc270-8f90-46dd-be26-561b9bd4879d
МКД|||78:32:0001719:3002
КВ|2||78:32:0001719:3078
КВ|3||78:32:0001719:3051
ЧКВ|3|1|
ЧКВ|3|2|
ЧКВ|3|3|
ЧКВ|3|4|
КВ|4||78:32:0001719:3052
КВ|5||78:32:0001719:3074
КВ|6||78:32:0001719:3075
КВ|7||78:32:0001719:3062
ЧКВ|7|1|
ЧКВ|7|2|
КВ|8||78:32:0001719:3063
КВ|10||78:32:0001719:3086
КВ|11||78:32:0001719:3053
ЧКВ|11|1|
ЧКВ|11|2|
ЧКВ|11|3|
ЧКВ|11|4|
КВ|12||78:32:0001719:3054
КВ|13||78:32:0001719:3083
ЧКВ|13|1|
ЧКВ|13|2|
ЧКВ|13|3|
ЧКВ|13|4|
КВ|14||78:32:0001719:3081
ЧКВ|14|1|
ЧКВ|14|2|
ЧКВ|14|3|
КВ|15||78:32:0001719:3064
ЧКВ|15|1|
ЧКВ|15|2|
ЧКВ|15|3|
ЧКВ|15|4|
КВ|16||78:32:0001719:3095
ЧКВ|16|1|
ЧКВ|16|2|
ЧКВ|16|3|
ЧКВ|16|4|
КВ|17||78:32:0001719:3091
КВ|18||78:32:0001719:3092
ЧКВ|18|1|
ЧКВ|18|2|
КВ|21||78:32:0001719:3085
ЧКВ|21|1|
ЧКВ|21|2|
ЧКВ|21|3|
КВ|22||78:32:0001719:3055
КВ|23||78:32:0001719:3056
КВ|24||78:32:0001719:3066
ЧКВ|24|1|
ЧКВ|24|2|
ЧКВ|24|3|
КВ|25||78:32:0001719:3080
ЧКВ|25|1|
ЧКВ|25|2|
ЧКВ|25|3|
КВ|26||78:32:0001719:3084
ЧКВ|26|1|
ЧКВ|26|2|
ЧКВ|26|3|
КВ|27||78:32:0001719:3082
ЧКВ|27|1|
ЧКВ|27|2|
ЧКВ|27|3|
ЧКВ|27|4|
КВ|28||78:32:0001719:3096
ЧКВ|28|1|
ЧКВ|28|2|
КВ|29||78:32:0001719:3097
ЧКВ|29|1|
ЧКВ|29|2|
ЧКВ|29|3|
КВ|30||78:32:0001719:3098
ЧКВ|30|1|
ЧКВ|30|2|
ЧКВ|30|3|
ЧКВ|30|4|
КВ|31||78:32:0001719:3093
КВ|33||78:32:0001719:3057
ЧКВ|33|1|
ЧКВ|33|2|
ЧКВ|33|3|
КВ|34||78:32:0001719:3072
КВ|35||78:32:0001719:3073
КВ|36||78:32:0001719:3099
ЧКВ|36|1|
ЧКВ|36|2|
ЧКВ|36|3|
ЧКВ|36|4|
КВ|37||78:32:0001719:3094
ЧКВ|37|1|
ЧКВ|37|2|
ЧКВ|37|3|
КВ|38||78:32:0001719:3079
ЧКВ|38|1|
ЧКВ|38|2|
ЧКВ|38|3|
ЧКВ|38|4|
КВ|40||78:32:0001719:3058
ЧКВ|40|1|
ЧКВ|40|2|
ЧКВ|40|3|
КВ|41||78:32:0001719:3059
КВ|42||78:32:0001719:3077
ЧКВ|42|1|
ЧКВ|42|2|
ЧКВ|42|3|
ЧКВ|42|4|
КВ|43||78:32:0001719:3076
ЧКВ|43|1|
ЧКВ|43|2|
ЧКВ|43|3|
ЧКВ|43|4|
КВ|63||78:32:0001719:3071
КВ|64||78:32:0001719:3100
КВ|78||78:32:0001719:3065
ЧКВ|78|1|
ЧКВ|78|2|
ЧКВ|78|3|
ЧКВ|78|4|
КВ|79||78:32:0001719:3087
ЧКВ|79|1|
ЧКВ|79|2|
ЧКВ|79|3|
ЧКВ|79|4|
КВ|90||78:32:0001719:3060
ЧКВ|90|1|
ЧКВ|90|2|
КВ|91||78:32:0001719:3067
КВ|92||78:32:0001719:3068
КВ|93||78:32:0001719:3069
КВ|94||78:32:0001719:3070
КВ|95||78:32:0001719:3088
ЧКВ|95|1|
ЧКВ|95|2|
КВ|96||78:32:0001719:3089
ЧКВ|96|1|
ЧКВ|96|2|
ЧКВ|96|3|
КВ|97||78:32:0001719:3090
КВ|98||78:32:0001719:3061
КВ|99||78:32:0001719:3101
НЖ|1ЛК||78:32:0001719:3358
НЖ|1-н||78:32:0001719:3352
НЖ|2ЛК||78:32:0001719:3365
НЖ|2-н||78:32:0001719:3359
НЖ|3ЛК||78:32:0001719:3367
НЖ|3-н||78:32:0001719:3366
НЖ|4ЛК||78:32:0001719:3368
НЖ|5ЛК||78:32:0001719:3369
НЖ|6ЛК||78:32:0001719:3371
НЖ|6-Н||78:32:0001719:3370
НЖ|8-н||78:32:0001719:3372
НЖ|10-н||78:32:0001719:3353
НЖ|13-Н||78:32:0001719:3354
НЖ|14-Н||78:32:0001719:3355
НЖ|15-Н||78:32:0001719:3356
НЖ|19-н||78:32:0001719:3357
НЖ|20-Н||78:32:0001719:3360
НЖ|21-Н||78:32:0001719:3361
НЖ|22-Н||78:32:0001719:3362
НЖ|23-н||78:32:0001719:3363
НЖ|24-Н||78:32:0001719:3364
НЖ|25-Н||78:32:0001719:4087
НЖ|б/н1||78:32:0001719:3373
#ebefdb5b-92dd-4edf-81b6-20f9dd1f0e0c
МКД|||78:32:0001717:1019
КВ|73||78:32:0001717:1617
КВ|74||78:32:0001717:1618
КВ|75||78:32:0001717:1619
КВ|76||78:32:0001717:1614
КВ|77||78:32:0001717:1620
КВ|78||78:32:0001717:1621
КВ|79||78:32:0001717:1615
КВ|80||78:32:0001717:1622
КВ|81||78:32:0001717:1623
КВ|82||78:32:0001717:1606
КВ|83||78:32:0001717:1607
КВ|84||78:32:0001717:1608
КВ|85||78:32:0001717:1613
КВ|86||78:32:0001717:1616
ЧКВ|86|1|
ЧКВ|86|2|
КВ|87||78:32:0001717:1609
КВ|88||78:32:0001717:1610
КВ|89||78:32:0001717:1611
КВ|90||78:32:0001717:1612
НЖ|1ЛК||78:32:0001717:1849
НЖ|8-Н||78:32:0001717:1850
НЖ|9-Н||78:32:0001717:1851
НЖ|11-Н||78:32:0001717:1848
#e861e587-97d3-4603-9f76-8f962c9c02dc
МКД|||78:32:0001719:3005
КВ|2||78:32:0001719:3394
КВ|3||78:32:0001719:3401
ЧКВ|3|1|
ЧКВ|3|2|
ЧКВ|3|3|
ЧКВ|3|4|
КВ|4||78:32:0001719:3404
КВ|5||78:32:0001719:3406
КВ|6||78:32:0001719:3407
КВ|7||78:32:0001719:3408
КВ|8||78:32:0001719:3409
ЧКВ|8|1|
